id,longitude,latitude,year,month,beat,precinct
4736,-122.322455213,47.59667011,2011,12,K3,W
4737,-122.323411771,47.67435429,2011,12,J3,N
4738,-122.309401751,47.54778408,2011,12,O3,S
4739,-122.331082199,47.60241242,2011,12,K2,W
4740,-122.330420403,47.62024434,2011,12,D3,W
4741,-122.331214864,47.60087849,2011,12,K2,W
4742,-122.331214864,47.60087849,2011,12,K2,W
4743,-122.342879598,47.60981273,2011,12,M1,W
4744,-122.339358065,47.60978173,2011,12,M3,W
4745,-122.32876021,47.71407537,2011,12,N2,N
4746,-122.325053769,47.5996104,2011,12,K3,W
4747,-122.362150135,47.53551506,2011,12,F1,SW
4748,-122.296629747,47.57635897,2011,12,R2,S
4749,-122.331776965,47.60149293,2011,12,K3,W
4750,-122.288531131,47.59112693,2011,12,G3,E
4751,-122.313870252,47.52644123,2011,12,F3,SW
4752,-122.302766493,47.60851405,2011,12,G2,E
4753,-122.387587333,47.6705517,2011,12,B1,N
4754,-122.331776965,47.60149293,2011,12,K3,W
4755,-122.331776965,47.60149293,2011,12,K3,W
4756,-122.328459042,47.61296907,2011,12,E3,E
4757,-122.332233225,47.59828868,2011,12,K2,W
4758,-122.339256992,47.61051065,2011,12,M1,W
4759,-122.31964109,47.59876598,2011,12,K3,W
4760,-122.372917421,47.56646382,2011,12,W2,SW
4761,-122.33172195,47.62369581,2011,12,D3,W
4762,-122.331312959,47.60872917,2011,12,M3,W
4763,-122.331312959,47.60872917,2011,12,M3,W
4764,-122.345003455,47.6136555,2011,12,D1,W
4765,-122.331124146,47.60171758,2011,12,K2,W
4768,-122.34453483,47.69164949,2011,12,N3,N
4769,-122.276351199,47.52102253,2011,12,S3,S
4770,-122.320293271,47.59834624,2011,12,K3,W
4771,-122.320780372,47.61407567,2011,12,E2,E
4772,-122.326812327,47.61465314,2011,11,E3,E
4773,-122.303239106,47.60902018,2011,11,G2,E
4774,-122.385209657,47.5802457,2011,11,W1,SW
4775,-122.385209657,47.5802457,2011,11,W1,SW
4776,-122.331214864,47.60087849,2011,11,K2,W
4777,-122.304406335,47.5588021,2011,11,R1,S
4778,-122.292033706,47.50511,2011,11,UNKNOWN,UNKNOWN
4779,-122.349402309,47.61801516,2011,11,D1,W
4780,-122.349402309,47.61801516,2011,11,D1,W
4781,-122.286862272,47.53729873,2011,11,S1,S
4782,-122.331124146,47.60171758,2011,11,K2,W
4783,-122.353168643,47.61730888,2011,11,D1,W
4784,-122.334215333,47.55379606,2011,11,O2,S
4785,-122.298679226,47.57455747,2011,11,R2,S
4786,-122.294396526,47.57343082,2011,11,R2,S
4787,-122.339120538,47.61120103,2011,11,M2,W
4788,-122.338247298,47.6102463,2011,11,M3,W
4789,-122.331776965,47.60149293,2011,11,K3,W
4790,-122.331776965,47.60149293,2011,11,K3,W
4791,-122.331392641,47.60107283,2011,11,K3,W
4792,-122.337591975,47.61120737,2011,11,M3,W
4793,-122.337591975,47.61120737,2011,11,M3,W
4794,-122.385741915,47.54589215,2011,11,W3,SW
4795,-122.313187755,47.65905499,2011,11,U2,N
4796,-122.299970977,47.60166281,2011,11,G2,E
4797,-122.340128227,47.61062346,2011,11,M1,W
4798,-122.363031749,47.54838389,2011,11,F1,SW
4799,-122.303535856,47.55591573,2011,11,R1,S
4800,-122.328962551,47.60087544,2011,11,K3,W
4801,-122.282094824,47.54600376,2011,11,R3,S
4802,-122.331124146,47.60171758,2011,11,K2,W
4803,-122.31921545,47.59582498,2011,11,R1,S
4804,-122.331776965,47.60149293,2011,11,K3,W
4805,-122.263084046,47.51594716,2011,11,S3,S
4806,-122.31422406,47.66400406,2011,11,U2,N
4807,-122.305659002,47.69938315,2011,11,L2,N
4808,-122.305659002,47.69938315,2011,11,L2,N
4809,-122.395700472,47.63723514,2011,11,Q1,W
4810,-122.395700472,47.63723514,2011,11,Q1,W
4811,-122.31422406,47.66400406,2011,11,U2,N
4812,-122.31422406,47.66400406,2011,11,U2,N
4813,-122.299534972,47.61763928,2011,11,C3,E
4814,-122.299534972,47.61763928,2011,11,C3,E
4815,-122.274451266,47.55681529,2011,11,R3,S
4816,-122.322241462,47.53963322,2011,11,O3,S
4817,-122.306245548,47.61290962,2011,11,C3,E
4818,-122.347591845,47.62207493,2011,11,Q3,W
4819,-122.325587063,47.52647327,2011,11,F3,SW
4820,-122.268488414,47.51610949,2011,11,S3,S
4821,-122.324829069,47.61927445,2011,11,E1,E
4822,-122.324829069,47.61927445,2011,11,E1,E
4823,-122.347606025,47.62032368,2011,11,Q3,W
4824,-122.340242172,47.61201358,2011,11,M2,W
4825,-122.320752364,47.60721842,2011,11,E3,E
4826,-122.317228844,47.59709314,2011,11,K3,W
4827,-122.314923879,47.52559207,2011,11,F3,SW
4828,-122.319453364,47.52475345,2011,11,F3,SW
4829,-122.337238165,47.60998189,2011,11,M3,W
4830,-122.313087963,47.66399625,2011,11,U2,N
4831,-122.346234139,47.61004416,2011,11,D1,W
4832,-122.346234139,47.61004416,2011,11,D1,W
4833,-122.313087963,47.66399625,2011,11,U2,N
4834,-122.299954074,47.60524778,2011,11,G2,E
4835,-122.388107345,47.56750643,2011,11,W2,SW
4836,-122.347001976,47.66097928,2011,11,B3,N
4837,-122.35774041,47.53277831,2011,11,F2,SW
4838,-122.336029055,47.61117492,2011,11,M3,W
4839,-122.309502182,47.69077675,2011,11,L2,N
4840,-122.335119802,47.61018167,2011,11,M3,W
4841,-122.335119802,47.61018167,2011,11,M3,W
4842,-122.325056926,47.59877133,2011,11,K3,W
4843,-122.318178273,47.61642241,2011,11,E2,E
4844,-122.35774041,47.53277831,2011,11,F2,SW
4845,-122.320407417,47.61523808,2011,11,E2,E
4846,-122.325552284,47.61704062,2011,11,E1,E
4847,-122.284725583,47.53795765,2011,11,S1,S
4848,-122.279482636,47.54742192,2011,11,R3,S
4849,-122.348746103,47.6146958,2011,11,D1,W
4850,-122.277610903,47.53154603,2011,11,S2,S
4851,-122.320780372,47.61407567,2011,11,E2,E
4852,-122.320780372,47.61407567,2011,11,E2,E
4853,-122.325063692,47.59709367,2011,11,K3,W
4854,-122.331776965,47.60149293,2011,11,K3,W
4855,-122.364512396,47.52738184,2011,11,F2,SW
4856,-122.387206206,47.54567982,2011,11,W3,SW
4857,-122.346294536,47.61177027,2011,11,D1,W
4858,-122.346294536,47.61177027,2011,11,D1,W
4859,-122.280530654,47.52958401,2011,11,S2,S
4860,-122.374978091,47.67594863,2011,11,J2,N
4861,-122.331776965,47.60149293,2011,11,K3,W
4862,-122.338903689,47.60928514,2011,11,M1,W
4863,-122.332875202,47.60130116,2011,11,K2,W
4864,-122.332875202,47.60130116,2011,11,K2,W
4865,-122.331124146,47.60171758,2011,11,K2,W
4866,-122.389454382,47.51788093,2011,11,W3,SW
4867,-122.327804573,47.61393023,2011,11,E3,E
4868,-122.320872893,47.61990775,2011,11,E1,E
4869,-122.313087963,47.66399625,2011,11,U2,N
4870,-122.311937424,47.66489281,2011,11,U1,N
4871,-122.320780372,47.61407567,2011,11,E2,E
4872,-122.338903689,47.60928514,2011,11,M1,W
4873,-122.333353803,47.61160635,2011,11,M2,W
4874,-122.333353803,47.61160635,2011,11,M2,W
4875,-122.317222849,47.59918907,2011,11,K3,W
4876,-122.337344788,47.61093691,2011,11,M3,W
4877,-122.331776965,47.60149293,2011,10,K3,W
4878,-122.321465909,47.62313084,2011,10,E1,E
4879,-122.326595281,47.62370995,2011,10,E1,E
4880,-122.320771381,47.61351951,2011,10,E2,E
4881,-122.320915228,47.6225585,2011,10,E1,E
4882,-122.26998599,47.53366139,2011,10,S2,S
4883,-122.28811157,47.5516102,2011,10,R3,S
4884,-122.313115708,47.66218058,2011,10,U2,N
4885,-122.334279165,47.62316241,2011,10,D3,W
4886,-122.313101755,47.66309179,2011,10,U2,N
4887,-122.313087962,47.66399626,2011,10,U2,N
4888,-122.329588211,47.5453369,2011,10,O3,S
4889,-122.329588211,47.5453369,2011,10,O3,S
4890,-122.342163009,47.60817175,2011,10,M1,W
4891,-122.341322535,47.61206556,2011,10,M1,W
4892,-122.331776965,47.60149293,2011,10,K3,W
4893,-122.344896093,47.71717447,2011,10,N2,N
4894,-122.302220081,47.5950772,2011,10,G3,E
4895,-122.341322535,47.61206556,2011,10,M1,W
4896,-122.312540203,47.67651215,2011,10,U1,N
4897,-122.332224216,47.60088043,2011,10,K2,W
4898,-122.331214864,47.60087849,2011,10,K2,W
4899,-122.331312959,47.60872917,2011,10,M3,W
4900,-122.331312959,47.60872917,2011,10,M3,W
4901,-122.331312959,47.60872917,2011,10,M3,W
4902,-122.33131296,47.60872917,2011,10,M3,W
4903,-122.35080757,47.62796076,2011,10,Q3,W
4904,-122.331124146,47.60171758,2011,10,K2,W
4905,-122.331124146,47.60171758,2011,10,K2,W
4906,-122.342612491,47.61106822,2011,10,M1,W
4907,-122.267521781,47.69036129,2011,10,U3,N
4908,-122.32244834,47.59834757,2011,10,K3,W
4909,-122.329514316,47.60405522,2011,10,K1,W
4910,-122.271266992,47.54427754,2011,10,S2,S
4911,-122.369349379,47.52103664,2011,10,F2,SW
4912,-122.369349379,47.52103664,2011,10,F2,SW
4913,-122.341752608,47.61173309,2011,10,M1,W
4914,-122.341752608,47.61173309,2011,10,M1,W
4915,-122.284629534,47.55704112,2011,10,R3,S
4916,-122.284629534,47.55704112,2011,10,R3,S
4917,-122.345311732,47.61735578,2011,10,D2,W
4918,-122.345311732,47.61735578,2011,10,D2,W
4919,-122.344552055,47.69309925,2011,10,N3,N
4920,-122.273992365,47.53829759,2011,10,S2,S
4921,-122.339358065,47.60978173,2011,10,M3,W
4922,-122.346953573,47.61480884,2011,10,D1,W
4923,-122.331718068,47.61317536,2011,10,M2,W
4924,-122.337792916,47.60974973,2011,10,M3,W
4925,-122.313087962,47.66399626,2011,10,U2,N
4926,-122.313115708,47.66218058,2011,10,U2,N
4927,-122.313115708,47.66218058,2011,10,U2,N
4928,-122.313087962,47.66399626,2011,10,U2,N
4929,-122.314220438,47.61389492,2011,10,E2,E
4930,-122.303599224,47.58366046,2011,10,R1,S
4931,-122.363031749,47.54838389,2011,10,F1,SW
4932,-122.307659486,47.60217535,2011,10,G2,E
4933,-122.350854024,47.62208691,2011,10,Q3,W
4934,-122.334215333,47.55379606,2011,10,O2,S
4935,-122.346308205,47.61442097,2011,10,D1,W
4936,-122.346308205,47.61442097,2011,10,D1,W
4937,-122.344526216,47.69092488,2011,10,N3,N
4938,-122.334817764,47.61236844,2011,10,M2,W
4939,-122.329506537,47.601371640000004,2011,10,K3,W
4940,-122.319640739,47.59708197,2011,10,K3,W
4941,-122.308151322,47.58551296,2011,10,R1,S
4942,-122.3302254,47.6115429,2011,10,E3,E
4943,-122.270432964,47.53764263,2011,10,S2,S
4944,-122.359626596,47.52233423,2011,10,F2,SW
4945,-122.380991555,47.55202685,2011,10,W2,SW
4946,-122.363328896,47.68473499,2011,10,J2,N
4947,-122.344996828,47.72503555,2011,10,N2,N
4948,-122.32008161,47.67664218,2011,10,U1,N
4949,-122.340264673,47.61554493,2011,10,D2,W
4950,-122.355396905,47.62545228,2011,10,Q3,W
4951,-122.273712441,47.54713333,2011,10,R3,S
4952,-122.344353393,47.61327122,2011,10,D1,W
4953,-122.318168851,47.6158384,2011,10,E2,E
4954,-122.329266845,47.61468893,2011,10,E1,E
4955,-122.318168851,47.6158384,2011,10,E2,E
4956,-122.295568117,47.57496603,2011,10,R2,S
4957,-122.3289131,47.61346582,2011,10,E3,E
4958,-122.266947115,47.56159253,2011,10,R3,S
4959,-122.355558247,47.72874097,2011,10,N1,N
4960,-122.337338753,47.60925298,2011,10,M3,W
4961,-122.335119802,47.61018167,2011,10,M3,W
4964,-122.326360518,47.59919276,2011,10,K3,W
4965,-122.319434672,47.61294002,2011,10,E2,E
4966,-122.319434672,47.61294002,2011,10,E2,E
4967,-122.320720106,47.66247336,2011,10,U2,N
4968,-122.343801294,47.60861588,2011,10,M1,W
4969,-122.343801294,47.60861588,2011,10,M1,W
4970,-122.270432964,47.53764263,2011,10,S2,S
4971,-122.312514995,47.54816749,2011,10,O3,S
4972,-122.317506809,47.61525916,2011,10,E2,E
4973,-122.328358836,47.61369803,2011,10,E3,E
4974,-122.320863689,47.61932364,2011,10,E1,E
4975,-122.331082199,47.60241242,2011,10,K2,W
4976,-122.316015591,47.5815356,2011,10,R1,S
4977,-122.369349379,47.52103664,2011,10,F2,SW
4978,-122.369349379,47.52103664,2011,10,F2,SW
4979,-122.331312959,47.60872917,2011,10,M3,W
4981,-122.273759392,47.69374405,2011,10,U3,N
4982,-122.319643595,47.59834791,2011,10,K3,W
4983,-122.32967073,47.61177482,2011,10,E3,E
4984,-122.331124146,47.60171758,2011,10,K2,W
4985,-122.34173912,47.61971714,2011,10,D2,W
4986,-122.296859266,47.57457052,2011,10,R2,S
4987,-122.35511453,47.52195143,2011,10,F3,SW
4988,-122.326610922,47.60675012,2011,10,E3,E
4989,-122.339358065,47.60978173,2011,10,M3,W
4990,-122.333353803,47.61160635,2011,10,M2,W
4991,-122.400416624,47.68402841,2011,10,J2,N
4992,-122.32169565,47.59834608,2011,10,K3,W
4993,-122.318168851,47.6158384,2011,10,E2,E
4994,-122.341343431,47.61027471,2011,10,M1,W
4995,-122.335909814,47.59962693,2011,10,K2,W
4997,-122.364656712,47.69064793,2011,10,J2,N
4998,-122.364656712,47.69064793,2011,10,J2,N
4999,-122.346953573,47.61480884,2011,10,D1,W
5000,-122.346953573,47.61480884,2011,10,D1,W
5001,-122.315680055,47.59919954,2011,10,K3,W
5002,-122.299918148,47.59809689,2011,10,G3,E
5003,-122.371529589,47.65131722,2011,10,Q2,W
5004,-122.343262296,47.61145276,2011,10,M1,W
5005,-122.342163009,47.60817175,2011,10,M1,W
5006,-122.344562694,47.61222186,2011,10,D1,W
5007,-122.330510332,47.60188591,2011,10,K3,W
5008,-122.39403849,47.5182739,2011,10,W3,SW
5009,-122.338348306,47.60951744,2011,10,M3,W
5010,-122.318168851,47.6158384,2011,10,E2,E
5011,-122.337792916,47.60974973,2011,10,M3,W
5012,-122.330266452,47.60129664,2011,10,K3,W
5013,-122.320746823,47.60487876,2011,10,G1,E
5014,-122.294787403,47.57394303,2011,10,R2,S
5015,-122.294787403,47.57394303,2011,10,R2,S
5016,-122.340013422,47.60882096,2011,9,M1,W
5017,-122.339559369,47.60832457,2011,9,M1,W
5018,-122.338903689,47.60928514,2011,9,M1,W
5019,-122.346294536,47.61177027,2011,9,D1,W
5020,-122.327017276,47.59835485,2011,9,K3,W
5021,-122.327017276,47.59835485,2011,9,K3,W
5022,-122.344925265,47.60928195,2011,9,M1,W
5023,-122.344925265,47.60928195,2011,9,M1,W
5024,-122.339358064,47.60978174,2011,9,M3,W
5025,-122.3302254,47.6115429,2011,9,E3,E
5026,-122.331776961,47.60149293,2011,9,K3,W
5027,-122.329514316,47.60405522,2011,9,K1,W
5028,-122.311951562,47.66398823,2011,9,U2,N
5029,-122.336454731,47.60172043,2011,9,K1,W
5030,-122.33026811,47.60087712,2011,9,K3,W
5031,-122.337591975,47.61120737,2011,9,M3,W
5032,-122.320798654,47.61523531,2011,9,E2,E
5035,-122.336890505,47.61044025,2011,9,M3,W
5036,-122.307999121,47.62322923,2011,9,C2,E
5037,-122.307999121,47.62322923,2011,9,C2,E
5038,-122.355300423,47.68255377,2011,9,J3,N
5039,-122.339358065,47.60978173,2011,9,M3,W
5040,-122.339358065,47.60978173,2011,9,M3,W
5041,-122.331082199,47.60241242,2011,9,K2,W
5042,-122.320757064,47.60940932,2011,9,E3,E
5043,-122.330420403,47.62024434,2011,9,D3,W
5044,-122.330420403,47.62024434,2011,9,D3,W
5045,-122.330420403,47.62024434,2011,9,D3,W
5047,-122.317892566,47.53708722,2011,9,O3,S
5049,-122.330510332,47.60188591,2011,9,K3,W
5050,-122.320771381,47.61351951,2011,9,E2,E
5051,-122.340264673,47.61554493,2011,9,D2,W
5052,-122.340264673,47.61554493,2011,9,D2,W
5053,-122.344996829,47.72503555,2011,9,N2,N
5054,-122.269322062,47.53763755,2011,9,S2,S
5055,-122.320771381,47.61351951,2011,9,E2,E
5056,-122.338047718,47.61170568,2011,9,M2,W
5057,-122.338047718,47.61170568,2011,9,M2,W
5058,-122.318168851,47.6158384,2011,9,E2,E
5059,-122.342300215,47.72551124,2011,9,N2,N
5060,-122.342300215,47.72551124,2011,9,N2,N
5061,-122.331776965,47.60149293,2011,9,K3,W
5062,-122.345003455,47.6136555,2011,9,D1,W
5063,-122.33026479,47.60171616,2011,9,K3,W
5064,-122.323570719,47.61098068,2011,9,E3,E
5065,-122.347163622,47.61375921,2011,9,D1,W
5066,-122.344353393,47.61327122,2011,9,D1,W
5067,-122.340897755,47.61061932,2011,9,M1,W
5068,-122.344925265,47.60928195,2011,9,M1,W
5069,-122.315388099,47.66219773,2011,9,U2,N
5070,-122.333268692,47.5938359,2011,9,K2,W
5073,-122.320882284,47.62049181,2011,9,E1,E
5074,-122.331082199,47.60241242,2011,9,K2,W
5075,-122.328358836,47.61369803,2011,9,E3,E
5076,-122.335574023,47.6106779,2011,9,M3,W
5077,-122.328358836,47.61369803,2011,9,E3,E
5078,-122.328358836,47.61369803,2011,9,E3,E
5079,-122.342879598,47.60981273,2011,9,M1,W
5080,-122.331214864,47.60087849,2011,9,K2,W
5081,-122.323750055,47.5991886,2011,9,K3,W
5082,-122.381456466,47.5601804,2011,9,W2,SW
5083,-122.324615158,47.7086028,2011,9,L2,N
5084,-122.331082199,47.60241242,2011,9,K2,W
5085,-122.317371768,47.66784168,2011,9,U1,N
5086,-122.313087962,47.66399626,2011,9,U2,N
5087,-122.315670106,47.67658125,2011,9,U1,N
5088,-122.330510332,47.60188591,2011,9,K2,W
5089,-122.325058629,47.5983519,2011,9,K3,W
5090,-122.313511319,47.56350388,2011,9,R1,S
5091,-122.331082199,47.60241242,2011,9,K2,W
5092,-122.317222849,47.59918907,2011,9,K3,W
5093,-122.302992807,47.55258875,2011,9,S1,S
5094,-122.302992807,47.55258875,2011,9,S1,S
5095,-122.332251468,47.60201216,2011,9,K2,W
5096,-122.313087962,47.66399626,2011,9,U2,N
5097,-122.339358064,47.60978174,2011,9,M3,W
5098,-122.301168384,47.59507783,2011,9,G3,E
5099,-122.325974779,47.58617472,2011,9,O1,S
5100,-122.337320423,47.61132124,2011,9,M3,W
5101,-122.318392652,47.6635659,2011,9,U2,N
5102,-122.340095609,47.66573004,2011,9,B3,N
5103,-122.322110927,47.6140662,2011,9,E2,E
5104,-122.322110927,47.6140662,2011,9,E2,E
5105,-122.31422406,47.66400406,2011,9,U2,N
5106,-122.366530196,47.52828076,2011,9,F2,SW
5107,-122.272185904,47.54158416,2011,9,S2,S
5108,-122.348430871,47.61685497,2011,9,D1,W
5109,-122.303894083,47.66869937,2011,9,U1,N
5110,-122.303894083,47.66869937,2011,9,U1,N
5111,-122.303894083,47.66869937,2011,9,U1,N
5112,-122.331082199,47.60241242,2011,9,K2,W
5113,-122.337320425,47.61132124,2011,9,M2,W
5114,-122.330510332,47.60188591,2011,9,K2,W
5115,-122.325552284,47.61704062,2011,9,E1,E
5116,-122.329645378,47.60251994,2011,9,K3,W
5117,-122.32169565,47.59834608,2011,9,K3,W
5118,-122.303257158,47.58501972,2011,9,R1,S
5119,-122.344896093,47.71717447,2011,9,N2,N
5120,-122.320780372,47.61407567,2011,9,E2,E
5121,-122.320780372,47.61407567,2011,9,E2,E
5122,-122.319446788,47.61408516,2011,9,E2,E
5123,-122.302769961,47.60800896,2011,9,G2,E
5124,-122.337238169,47.60998189,2011,9,M3,W
5125,-122.313115709,47.66218058,2011,9,U2,N
5126,-122.318168851,47.6158384,2011,9,E2,E
5127,-122.34391211,47.61183729,2011,9,D1,W
5128,-122.346294531,47.61177026,2011,9,D1,W
5129,-122.318168851,47.6158384,2011,9,E2,E
5130,-122.261090396,47.51123994,2011,9,S3,S
5131,-122.335928546,47.61190423,2011,9,M2,W
5132,-122.335928546,47.61190423,2011,9,M2,W
5133,-122.316780997,47.6047784,2011,9,G1,E
5134,-122.318168851,47.6158384,2011,9,E2,E
5136,-122.322016608,47.62256335,2011,9,E1,E
5137,-122.322016608,47.62256335,2011,9,E1,E
5138,-122.332875206,47.60130116,2011,9,K2,W
5139,-122.313115709,47.66218058,2011,9,U2,N
5140,-122.325714573,47.59751407,2011,9,K3,W
5141,-122.325714573,47.59751407,2011,9,K3,W
5142,-122.34414364,47.61432035,2011,9,D1,W
5143,-122.318168851,47.6158384,2011,9,E2,E
5144,-122.319643595,47.59834791,2011,9,K3,W
5145,-122.345003457,47.6136555,2011,9,D1,W
5146,-122.325314834,47.62371355,2011,9,E1,E
5147,-122.308459041,47.59356794,2011,9,G3,E
5148,-122.339358065,47.60978173,2011,9,M3,W
5149,-122.344353393,47.61327122,2011,9,D1,W
5150,-122.339358065,47.60978173,2011,9,M3,W
5151,-122.318168851,47.6158384,2011,9,E2,E
5152,-122.331776965,47.60149293,2011,9,K3,W
5153,-122.318168851,47.6158384,2011,9,E2,E
5154,-122.318168851,47.6158384,2011,9,E2,E
5155,-122.331571723,47.60087926,2011,9,K2,W
5156,-122.30219858,47.5836564,2011,9,R2,S
5157,-122.31815944,47.61525439,2011,9,E2,E
5158,-122.286488587,47.56010821,2011,9,R3,S
5159,-122.344512557,47.68875092,2011,9,J3,N
5160,-122.334817764,47.61236844,2011,9,M2,W
5161,-122.35394985,47.68694123,2011,9,J3,N
5162,-122.331446121,47.61171145,2011,9,M2,W
5163,-122.331446121,47.61171145,2011,9,M2,W
5164,-122.326819707,47.61707676,2011,9,E1,E
5165,-122.334395103,47.66138621,2011,9,B3,N
5168,-122.322110927,47.6140662,2011,9,E2,E
5169,-122.346675348,47.61757583,2011,9,D2,W
5170,-122.346675348,47.61757583,2011,9,D2,W
5171,-122.345778728,47.61763208,2011,9,D2,W
5172,-122.310144932,47.6170272,2011,9,C2,E
5174,-122.324096855,47.60484128,2011,9,G1,E
5175,-122.324096855,47.60484128,2011,9,G1,E
5176,-122.331711344,47.62196812,2011,9,D3,W
5177,-122.320771381,47.61351951,2011,9,E2,E
5178,-122.311944516,47.67650711,2011,8,U1,N
5179,-122.402778167,47.65767727,2011,8,Q1,W
5180,-122.318168851,47.6158384,2011,8,E2,E
5181,-122.324583891,47.60957018,2011,8,E3,E
5182,-122.330510332,47.60188591,2011,8,K2,W
5183,-122.344668286,47.70287847,2011,8,N3,N
5184,-122.331124146,47.60171758,2011,8,K2,W
5185,-122.314210094,47.66490847,2011,8,U2,N
5186,-122.270031499,47.51564491,2011,8,S3,S
5187,-122.348840275,47.61157337,2011,8,D1,W
5188,-122.333353803,47.61160635,2011,8,M2,W
5189,-122.334194978,47.59135395,2011,8,K2,W
5190,-122.311825395,47.59626282,2011,8,UNKNOWN,UNKNOWN
5191,-122.324615158,47.7086028,2011,8,L2,N
5192,-122.331776965,47.60149293,2011,8,K3,W
5193,-122.320053214,47.61757724,2011,8,E2,E
5194,-122.320053214,47.61757724,2011,8,E2,E
5195,-122.263933868,47.5199755,2011,8,S3,S
5196,-122.331776961,47.60149293,2011,8,K3,W
5197,-122.29866812,47.59925199,2011,8,G3,E
5198,-122.342879598,47.60981273,2011,8,M1,W
5199,-122.33026479,47.60171616,2011,8,K3,W
5200,-122.33026479,47.60171616,2011,8,K3,W
5202,-122.31818765,47.61700663,2011,8,E2,E
5203,-122.331214864,47.60087849,2011,8,K2,W
5204,-122.331214864,47.60087849,2011,8,K2,W
5205,-122.345223487,47.6143722,2011,8,D1,W
5206,-122.338348304,47.60951744,2011,8,M3,W
5207,-122.338348304,47.60951744,2011,8,M3,W
5208,-122.33026811,47.60087712,2011,8,K3,W
5209,-122.404605034,47.67129419,2011,8,B1,N
5210,-122.333876683,47.65122822,2011,8,B3,N
5211,-122.333876683,47.65122822,2011,8,B3,N
5212,-122.333876683,47.65122822,2011,8,B3,N
5213,-122.331408526,47.60276918,2011,8,K1,W
5214,-122.347420348,47.61508492,2011,8,D1,W
5215,-122.315630376,47.6205298,2011,8,C1,E
5216,-122.315630376,47.6205298,2011,8,C1,E
5217,-122.315630376,47.6205298,2011,8,C1,E
5218,-122.328358836,47.61369803,2011,8,E3,E
5219,-122.340242172,47.61201358,2011,8,M1,W
5220,-122.327915886,47.60817662,2011,8,E3,E
5221,-122.324615158,47.7086028,2011,8,L2,N
5222,-122.324615158,47.7086028,2011,8,L2,N
5223,-122.293157651,47.61293773,2011,8,C3,E
5224,-122.303281411,47.60616932,2011,8,G2,E
5225,-122.320082718,47.60621058,2011,8,G1,E
5226,-122.331082199,47.60241242,2011,8,K2,W
5227,-122.333707526,47.6128322,2011,8,M2,W
5228,-122.339358065,47.60978173,2011,8,M3,W
5229,-122.339358065,47.60978173,2011,8,M3,W
5230,-122.315670106,47.67658125,2011,8,U1,N
5231,-122.328358836,47.61369803,2011,8,E3,E
5232,-122.328358836,47.61369803,2011,8,E3,E
5233,-122.285443167,47.55865579,2011,8,R3,S
5234,-122.333353803,47.61160635,2011,8,M2,W
5235,-122.331124146,47.60171758,2011,8,K2,W
5236,-122.276878354,47.67577965,2011,8,U3,N
5237,-122.268030094,47.51985178,2011,8,S3,S
5238,-122.32173501,47.59918461,2011,8,K3,W
5239,-122.331124146,47.60171758,2011,8,K2,W
5240,-122.327010199,47.60003307,2011,8,K3,W
5241,-122.323420259,47.61352837,2011,8,E2,E
5242,-122.320758342,47.6101838,2011,8,E2,E
5243,-122.320758342,47.6101838,2011,8,E2,E
5244,-122.389240181,47.6849602,2011,8,J2,N
5245,-122.330510332,47.60188591,2011,8,K3,W
5246,-122.330510332,47.60188591,2011,8,K3,W
5247,-122.327013756,47.59919385,2011,8,K3,W
5248,-122.299462856,47.60800236,2011,8,G2,E
5249,-122.329615329,47.60087628,2011,8,K3,W
5250,-122.329615329,47.60087628,2011,8,K3,W
5251,-122.331082199,47.60241242,2011,8,K2,W
5252,-122.328314208,47.60003505,2011,8,K3,W
5253,-122.326068762,47.63486592,2011,8,D3,W
5255,-122.269985389,47.52791558,2011,8,S2,S
5256,-122.331776965,47.60149293,2011,8,K3,W
5257,-122.330510332,47.60188591,2011,8,K2,W
5258,-122.331124146,47.60171758,2011,8,K2,W
5259,-122.32169565,47.59834608,2011,8,K3,W
5260,-122.331408526,47.60276918,2011,8,K1,W
5261,-122.312636529,47.62259527,2011,8,C1,E
5262,-122.319409615,47.60393961,2011,8,G1,E
5263,-122.338381622,47.61793927,2011,8,D2,W
5264,-122.321445651,47.61407093,2011,8,E2,E
5265,-122.331124146,47.60171758,2011,8,K2,W
5266,-122.331124146,47.60171758,2011,8,K2,W
5268,-122.296212259,47.61227923,2011,8,C3,E
5269,-122.331082199,47.60241242,2011,8,K2,W
5270,-122.322487038,47.60225159,2011,8,G1,E
5271,-122.330266452,47.60129664,2011,8,K3,W
5272,-122.319643595,47.59834791,2011,8,K3,W
5273,-122.337995355,47.60829217,2011,8,M1,W
5274,-122.348393392,47.61624647,2011,8,D1,W
5275,-122.386483634,47.54486287,2011,8,W3,SW
5276,-122.326970315,47.60462518,2011,8,E3,E
5277,-122.330510332,47.60188591,2011,8,K2,W
5278,-122.330510332,47.60188591,2011,8,K2,W
5279,-122.2389494,47.51050158,2011,8,S3,S
5280,-122.2389494,47.51050158,2011,8,S3,S
5281,-122.2389494,47.51050158,2011,8,S3,S
5282,-122.331082199,47.60241242,2011,8,K2,W
5283,-122.339358065,47.60978173,2011,8,M3,W
5284,-122.339358065,47.60978173,2011,8,M3,W
5285,-122.263933868,47.5199755,2011,8,S3,S
5286,-122.329469064,47.61323361,2011,8,E3,E
5287,-122.323426607,47.61579734,2011,8,E2,E
5288,-122.331970255,47.61176963,2011,8,M2,W
5289,-122.342163009,47.60817175,2011,8,M1,W
